iter	Logloss
157	0.5948615365
158	0.5947924135
159	0.5946628249
160	0.5946585523
161	0.5946009838
162	0.5945991193
163	0.5945308299
164	0.5945279939
165	0.5944529293
166	0.5944526199
167	0.5944045203
168	0.5943089871
169	0.5942802588
170	0.5941790626
171	0.5941502837
172	0.5940957445
173	0.5940240623
174	0.593941716
175	0.5938048819
176	0.5937520978
177	0.5936445679
178	0.5936363079
179	0.5934866433
180	0.5934492091
181	0.5933917586
182	0.5933623477
183	0.5932840035
184	0.5932313589
185	0.5930991026
186	0.5930954984
187	0.5930538473
188	0.5929948355
189	0.5928373531
190	0.5927844432
191	0.5927370186
192	0.592679266
193	0.5926061228
194	0.5925790261
195	0.5925339524
196	0.592476047
197	0.5924295092
198	0.5923789914
199	0.5923767266
200	0.5922576675
201	0.5922576675
202	0.5922499642
203	0.5922124882
204	0.592157981
205	0.5921274018
206	0.5921087746
207	0.5920807579
208	0.5920730332
209	0.592031903
210	0.591913579
211	0.5919132104
212	0.5919002315
213	0.5918303451
214	0.5917186911
215	0.5915802573
216	0.5915537828
217	0.591462498
218	0.5914621855
219	0.591344671
220	0.5912373202
221	0.5912304177
222	0.5911354125
223	0.5911290584
224	0.5910842122
225	0.591054025
226	0.5909817185
227	0.5909583568
228	0.5909289004
229	0.5908649142
230	0.5907921881
231	0.5907754941
232	0.5906899503
233	0.5906854703
234	0.5906832281
235	0.5906224375
236	0.5905369564
237	0.5904710467
238	0.5904710467
239	0.5904710467
240	0.5903893235
241	0.5903351362
242	0.5902546617
243	0.5902030185
244	0.5901553573
245	0.5901117952
246	0.5900358225
247	0.5900322938
248	0.5899645521
249	0.589901773
250	0.589852227
251	0.5898522269
252	0.5898479445
253	0.5897889599
254	0.589731251
255	0.5896659403
256	0.5896241559
257	0.5895016244
258	0.5894454944
259	0.5894219681
260	0.5894166771
261	0.5893887191
262	0.5893438621
263	0.5892674392
264	0.5892656352
265	0.5892195896
266	0.5891701709
267	0.58916625
268	0.5890152337
269	0.5889696223
270	0.5888836845
271	0.5888292554
272	0.5887403932
273	0.5887333631
274	0.588621447
275	0.5885729327
276	0.5885050426
277	0.5884047069
278	0.5884002441
279	0.5883413363
280	0.5883090604
281	0.5882097865
282	0.5881801218
283	0.5881120713
284	0.5880589134
285	0.5880103628
286	0.5879716477
287	0.5879373542
288	0.5879140748
289	0.5878466585
290	0.5877337687
291	0.587711528
292	0.5875989054
293	0.5874564362
294	0.587412291
295	0.5873545858
296	0.5872797539
297	0.5872210135
298	0.5871770406
299	0.5871380119
300	0.5870998821
301	0.5870193823
302	0.5869484483
303	0.5868889314
304	0.5867953479
305	0.5867299904
306	0.586655327
307	0.5866109639
308	0.586547265
309	0.5864662846
310	0.5864086948
311	0.586322215
312	0.5862660541
313	0.58617639
314	0.5860993808
315	0.5860157487
316	0.5859416378
317	0.5858609369
318	0.5857728638
319	0.5856963497
320	0.5856469839
321	0.5856151811
322	0.5855457916
323	0.5854882855
324	0.5854349171
325	0.5853803136
326	0.5853282292
327	0.5852842576
328	0.585201538
329	0.5851485331
330	0.5851067067
331	0.5850400488
332	0.5850198757
333	0.5849660844
334	0.5848977667
335	0.5848161109
336	0.5847124459
337	0.5846772566
338	0.5846144575
339	0.584568746
340	0.5845534701
341	0.5844931261
342	0.5844302162
343	0.5843526944
344	0.5842931881
345	0.5842205903
346	0.584167655
347	0.5840874406
348	0.584020214
349	0.5839801686
350	0.5839166386
351	0.583874089
352	0.5838083944
353	0.5837711777
354	0.5837313793
355	0.5836700266
356	0.5835941146
357	0.583553505
358	0.5834986984
359	0.5834292607
360	0.5833387999
361	0.5832742795
362	0.583241903
363	0.5831946845
364	0.5831619146
365	0.5831003774
366	0.5830611963
367	0.5829988321
368	0.5829371599
369	0.582889324
370	0.5828475251
371	0.5827962804
372	0.5827520213
373	0.582686081
374	0.5826356924
375	0.5825843976
376	0.5825616051
377	0.5824650587
378	0.5824033762
379	0.5823557233
380	0.5822965398
381	0.5822584887
382	0.5822179955
383	0.5821535569
384	0.5820451153
385	0.581996525
386	0.5819188293
387	0.5818910528
388	0.5818558475
389	0.5818026475
390	0.5817486246
391	0.5817130461
392	0.5816319605
393	0.5815511168
394	0.581502552
395	0.5814484338
396	0.5813943302
397	0.5813232469
398	0.5812360808
399	0.5811715285
400	0.5811225802
401	0.5810766883
402	0.5810249484
403	0.5809388164
404	0.5808959397
405	0.5808399186
406	0.5807996694
407	0.5807553201
408	0.5807149472
409	0.5806630136
410	0.5805982848
411	0.5805509534
412	0.5805045871
413	0.5804421646
414	0.5803838495
415	0.5803399666
416	0.5802924482
417	0.5802288181
418	0.5801951663
419	0.5801390533
420	0.5800901547
421	0.5800402251
422	0.579984798
423	0.5799426448
424	0.5799085015
425	0.5798706035
426	0.5798268819
427	0.579765861
428	0.5797170548
429	0.5796803054
430	0.5796248608
431	0.5795850689
432	0.5795554101
433	0.5795076947
434	0.5794598825
435	0.5794110828
436	0.5793727821
437	0.5793232631
438	0.5792779195
439	0.5792349997
440	0.5791872521
441	0.5791156468
442	0.5790819749
443	0.5790524102
444	0.5789767685
445	0.5789393701
446	0.5788935501
447	0.5788854616
448	0.5788657907
449	0.5788309067
450	0.5787808887
451	0.5787580479
452	0.5787074748
453	0.5786571801
454	0.5785638617
455	0.5785235416
456	0.5784876739
457	0.5784486018
458	0.5784126343
459	0.5783918864
460	0.5783420948
461	0.5782311897
462	0.5781812075
463	0.578111764
464	0.578065263
465	0.5780204015
466	0.5780015839
467	0.5779677658
468	0.5779187217
469	0.577895676
470	0.5778638894
471	0.5778307416
472	0.5777845042
473	0.5777543314
474	0.5777181695
475	0.5776744265
476	0.5776217576
477	0.5775713933
478	0.5775323974
479	0.5774918709
480	0.5774449723
481	0.5774021937
482	0.5773426329
483	0.5772928262
484	0.5772452439
485	0.5772044404
486	0.5771529323
487	0.5770873309
488	0.5770511839
489	0.5770135566
490	0.5769546682
491	0.5769163964
492	0.5768844053
493	0.5768304095
494	0.5767800946
495	0.5767251533
496	0.576696809
497	0.5766664225
498	0.5766108021
499	0.5765922559
